drug_name,medical_condition,activity,rx_otc,pregnancy_category,csa,alcohol,rating,no_of_reviews,drug_link
ephedrine / guaifenesin,Colds & Flu,2%,Rx/OTC,N,N,,9.2,21.0,https://www.drugs.com/cdi/ephedrine-and-guaifenesin.html
Robitussin Peak Cold Nighttime Nasal Relief,Colds & Flu,2%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/robitussin-nighttime-nasal-relief.html
Theraflu Daytime Severe Cold & Cough,Colds & Flu,2%,OTC,N,N,X,,,https://www.drugs.com/mtm/theraflu-daytime-severe-cold-cough.html
TussiCaps,Colds & Flu,2%,Rx,C,2,X,,,https://www.drugs.com/mtm/tussicaps.html
Tylenol Cold Multi-Symptom Nighttime,Colds & Flu,2%,OTC,N,N,X,,,https://www.drugs.com/cdi/tylenol-cold-multi-symptom-acetaminophen-chlorpheniramine-dextromethorphan-phenylephrine-caps-tabs.html
A-Phedrin,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/a-phedrin.html
acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/acetaminophen-chlorpheniramine-dextromethorphan-phenylephrine-liquid.html
acetaminophen / dextromethorphan / doxylamine / phenylephrine,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-dextromethorphan-doxylamine-and-phenylephrine.html
acetaminophen / dextromethorphan / doxylamine,Colds & Flu,1%,OTC,N,N,X,4.0,1.0,https://www.drugs.com/mtm/acetaminophen-dextromethorphan-and-doxylamine.html
acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,Colds & Flu,1%,Rx/OTC,N,N,X,10.0,1.0,https://www.drugs.com/mtm/acetaminophen-dextromethorphan-guaifenesin-and-pseudoephedrine.html
acetaminophen / dextromethorphan / pseudoephedrine,Colds & Flu,1%,OTC,N,N,X,8.0,1.0,https://www.drugs.com/cdi/acetaminophen-dextromethorphan-and-pseudoephedrine-capsules-and-tablets.html
acetaminophen / diphenhydramine / phenylephrine,Colds & Flu,1%,Rx/OTC,C,N,X,5.2,5.0,https://www.drugs.com/mtm/acetaminophen-diphenhydramine-and-phenylephrine.html
acetaminophen / pheniramine / phenylephrine,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-pheniramine-and-phenylephrine.html
Advil Congestion Relief,Colds & Flu,1%,OTC,D,N,X,,,https://www.drugs.com/cdi/advil-congestion-relief.html
Advil Sinus Congestion & Pain,Colds & Flu,1%,OTC,D,N,X,,,https://www.drugs.com/mtm/advil-sinus-congestion-pain.html
Ala-Hist PE,Colds & Flu,1%,OTC,C,N,X,,,https://www.drugs.com/mtm/ala-hist-pe.html
Alka-Seltzer Plus-D Multi-Symptom Sinus & Cold Liquid Gels,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/alka-seltzer-plus-d-sinus-cold.html
Allergy Multi-Symptom,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/allergy-multi-symptom.html
Biotussin DAC,Colds & Flu,1%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/biotussin-dac.html
Bromatan Plus,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/bromatan-plus.html
Bromax,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/bromax-tablets.html
camphor,Colds & Flu,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cdi/camphor-cream-and-ointment.html
Capron DM,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/capron-dm.html
Children's Triacting Night Time,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/children-s-triacting-night-time.html
Childrens Tylenol Cold Plus Cough,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/tylenol-children-s-cold-cough.html
Chlo Hist,Colds & Flu,1%,OTC,C,N,X,,,https://www.drugs.com/cdi/chlo-hist.html
chlophedianol / pyrilamine,Colds & Flu,1%,OTC,C,N,X,0.0,1.0,https://www.drugs.com/cdi/chlophedianol-and-pyrilamine.html
chlorpheniramine / ibuprofen / pseudoephedrine,Colds & Flu,1%,OTC,D,N,X,,,https://www.drugs.com/mtm/chlorpheniramine-ibuprofen-and-pseudoephedrine.html
chlorpheniramine / phenylephrine / pyrilamine,Colds & Flu,1%,Rx,C,N,X,,,https://www.drugs.com/mtm/chlorpheniramine-phenylephrine-and-pyrilamine.html
Cold Multi-Symptom (Nighttime),Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/cold-multi-symptom-nighttime.html
Comtrex Cold and Cough Maximum Strength,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/comtrex-cold-and-cough-maximum-strength.html
Comtrex Cold and Flu Maximum Strength Tablet,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/comtrex-cold-and-flu-maximum-strength-tablet.html
Contac Cold + Flu (Night Formula),Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/contac-cold-flu-maximum-strength.html
Delsym Cough+ Cold Day Time,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/delsym-cough-plus-cold-day-time.html
Delsym Cough+ Cold Night Time,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/delsym-cough-plus-cold-night-time.html
Deltuss DMX,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/cdi/deltuss-dmx.html
dexbrompheniramine / pseudoephedrine,Colds & Flu,1%,Rx/OTC,C,N,X,10.0,11.0,https://www.drugs.com/mtm/dexbrompheniramine-and-pseudoephedrine.html
dextromethorphan / phenylephrine / pyrilamine,Colds & Flu,1%,Rx/OTC,C,N,X,10.0,2.0,https://www.drugs.com/cdi/phenylephrine-pyrilamine-dextromethorphan-syrup.html
dextromethorphan / phenylephrine / triprolidine,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/triprolidine-phenylephrine-and-dextromethorphan-syrup.html
Diabetic Tussin Night Time Formula,Colds & Flu,1%,OTC,C,N,X,,,https://www.drugs.com/mtm/diabetic-tussin-night-time-formula.html
Dologen,Colds & Flu,1%,OTC,N,N,X,0.0,1.0,https://www.drugs.com/cdi/dologen.html
doxylamine / phenylephrine,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/doxylamine-and-phenylephrine.html
Dristan Cold Multi Symptom Formula,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/dristan-cold-multi-symptom-formula.html
Flutabs,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/pro/flutabs.html
ibuprofen / phenylephrine,Colds & Flu,1%,OTC,D,N,X,,,https://www.drugs.com/mtm/ibuprofen-and-phenylephrine.html
"Mucinex Children's Cold, Cough & Sore Throat",Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/mucinex-children-s-cold-cough-sore-throat.html
Ninjacof,Colds & Flu,1%,OTC,C,N,X,0.0,1.0,https://www.drugs.com/cdi/ninjacof.html
Norel AD,Colds & Flu,1%,Rx/OTC,N,N,X,9.0,1.0,https://www.drugs.com/cdi/norel-ad.html
phenylephrine / promethazine,Colds & Flu,1%,Rx,C,N,X,,,https://www.drugs.com/mtm/phenylephrine-and-promethazine.html
Poly-Tussin AC,Colds & Flu,1%,Rx,C,5,X,,,https://www.drugs.com/mtm/poly-tussin-ac.html
Poly Hist Forte,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/poly-hist-forte.html
Robitussin Peak Cold Nighttime Cold + Flu,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/robitussin-peak-cold-nighttime-cold-flu.html
Ru-Hist Forte,Colds & Flu,1%,Rx,C,N,X,,,https://www.drugs.com/mtm/ru-hist-forte.html
Sinus & Allergy PE,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/sinus-allergy-pe.html
Sudafed PE Head Congestion + Pain,Colds & Flu,1%,OTC,D,N,X,,,https://www.drugs.com/cdi/sudafed-pe-head-congestion.html
Sudafed PE Pressure+Pain+Cough,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/sudafed-pe-pressure-pain-cough.html
Theraflu Flu & Sore Throat,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/theraflu-flu-sore-throat.html
Theraflu Nighttime Severe Cold & Cough Caplets,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/theraflu-severe-cold-nighttime.html
Theraflu Sinus & Cold,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/theraflu-sinus-cold.html
Theraflu Warming Relief Daytime Severe Cold & Cough,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/theraflu-warming-severe-cold-daytime.html
Theraflu Warming Relief Nighttime Severe Cold & Cough,Colds & Flu,1%,Rx/OTC,C,N,X,,,https://www.drugs.com/cdi/theraflu-warming-relief-nighttime-severe-cold.html
Triaminic Multi-Symptom Fever,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/triaminic-flu-cough-fever.html
Tylenol Children’s Cold + Cough + Runny Nose,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-childrens-plus-cough-runny-nose.html
Tylenol Children’s Cold + Flu,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/cdi/tylenol-children-s-plus-flu.html
Tylenol Cold & Cough Nighttime,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-cold-cough-nighttime-cool-burst.html
Tylenol Cold Multi-Symptom Nighttime Liquid,Colds & Flu,1%,OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-cold-multi-symptom-nighttime.html
Tylenol Plus Children's Cold,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-children-s-plus-cold.html
Tylenol Sinus Congestion & Pain Nighttime,Colds & Flu,1%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-sinus-congestion-nighttime.html
Vicks VapoSteam,Colds & Flu,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cdi/vicks-vaposteam.html
Abatuss DMX,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/abatuss-dmx.html
acetaminophen / caffeine,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-and-caffeine.html
acetaminophen / chlorpheniramine / dextromethorphan / guaifenesin,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/acetaminophen-chlorpheniramine-dextromethorphan-and-guaifenesin.html
acetaminophen / chlorpheniramine / dextromethorphan,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-chlorpheniramine-and-dextromethorphan.html
acetaminophen / dexbrompheniramine,Colds & Flu,0%,OTC,N,N,X,0.0,1.0,https://www.drugs.com/cdi/dexbrompheniramine-and-acetaminophen-caplets.html
acetaminophen / dextromethorphan / diphenhydramine,Colds & Flu,0%,OTC,C,N,X,,,https://www.drugs.com/mtm/acetaminophen-dextromethorphan-and-diphenhydramine.html
acetaminophen / dextromethorphan / triprolidine,Colds & Flu,0%,OTC,,N,X,,,https://www.drugs.com/mtm/acetaminophen-dextromethorphan-and-triprolidine.html
acetaminophen / dextromethorphan,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-and-dextromethorphan.html
Advil Children's Allergy Sinus,Colds & Flu,0%,OTC,D,N,X,,,https://www.drugs.com/mtm/advil-childrens-allergy-sinus.html
Alahist D,Colds & Flu,0%,OTC,,N,X,,,https://www.drugs.com/mtm/alahist-d.html
Allan Tannate Pediatric,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/allan-tannate-pediatric.html
Allerest PE,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/allerest-pe.html
Allerfrim,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/cdi/allerfrim.html
Ambifed CD,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/ambifed-cd.html
Aphedrid,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/aphedrid.html
Avedana Medicated Chest Rub,Colds & Flu,0%,OTC,N,N,,,,https://www.drugs.com/mtm/avedana-medicated-chest-rub.html
Benadryl Allergy Plus Congestion,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/benadryl-allergy-plus-congestion.html
BP Allergy JR,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/bp-allergy-jr.html
brompheniramine / codeine / phenylephrine,Colds & Flu,0%,Rx,C,5,X,,,https://www.drugs.com/mtm/brompheniramine-codeine-and-phenylephrine.html
C-Tanna 12,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/c-tanna-12.html
camphor / menthol,Colds & Flu,0%,OTC,N,N,,,,https://www.drugs.com/mtm/camphor-and-menthol-topical.html
Capron DMT,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/capron-dmt.html
carbetapentane / chlorpheniramine,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/carbetapentane-and-chlorpheniramine.html
Children's Triacting,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/children-s-triacting.html
chlophedianol / dexbrompheniramine,Colds & Flu,0%,OTC,C,N,X,,,https://www.drugs.com/cdi/chlophedianol-and-dexbrompheniramine.html
chlophedianol / dexchlorpheniramine / pseudoephedrine,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/chlophedianol-dexchlorpheniramine-and-pseudoephedrine.html
chlorcyclizine / phenylephrine,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/chlorcyclizine-and-phenylephrine.html
Chlorex-A 12,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/chlorex-a-12.html
Chlorex A,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/chlorex-a.html
chlorpheniramine / codeine / pseudoephedrine,Colds & Flu,0%,Rx/OTC,N,5,X,,,https://www.drugs.com/cdi/chlorpheniramine-pseudoephedrine-and-codeine-liquid.html
chlorpheniramine / codeine,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/chlorpheniramine-and-codeine.html
chlorpheniramine / phenylephrine / phenyltoloxamine,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/chlorpheniramine-phenylephrine-and-phenyltoloxamine.html
ChlorTan D,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/chlortan-d.html
Clear Cough PM Multi-Symptom,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/clear-cough-pm-multi-symptom.html
Codar AR,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/codar-ar.html
codeine / phenylephrine / triprolidine,Colds & Flu,0%,Rx,,5,X,,,https://www.drugs.com/mtm/codeine-phenylephrine-and-triprolidine.html
Codimal DM,Colds & Flu,0%,Rx/OTC,C,N,X,10.0,2.0,https://www.drugs.com/cdi/codimal-dm.html
Coditussin DAC,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/cdi/coditussin-dac.html
Comtrex Cold & Cough,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/comtrex-cold-cough.html
Comtrex Nighttime Cold & Cough,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/comtrex-cold-cough-nighttime.html
Comtrex Severe Cold & Sinus,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/comtrex-severe-cold-sinus.html
Conal,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/conal.html
Conex,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/conex.html
Contac Cold + Flu (Night) Cooling Relief Liquid,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/contac-cold-flu-cooling-night.html
Dallergy,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/dallergy.html
Dallergy Drops,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/dallergy-drops.html
Decorel Forte Plus,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/decorel-forte-plus-cold-cough.html
Delsym Cough & Sore Throat,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/children-s-delsym-cough-plus-sore-throat.html
Delsym Night Time Multi-Symptom,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/delsym-adult-night-time-multi-symptom.html
dexbrompheniramine / phenylephrine,Colds & Flu,0%,OTC,C,N,X,,,https://www.drugs.com/mtm/dexbrompheniramine-and-phenylephrine.html
dexchlorpheniramine / dextromethorphan / pseudoephedrine,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/dexchlorpheniramine-dextromethorphan-and-pseudoephedrine.html
dextromethorphan / diphenhydramine / phenylephrine,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/dextromethorphan-diphenhydramine-and-phenylephrine.html
dextromethorphan / pyrilamine,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/dextromethorphan-and-pyrilamine.html
Dixaphedrine,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/cdi/dixaphedrine.html
Duraflu,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/duraflu.html
Dytan-D,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/dytan-d.html
Dytan-DM,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/dytan-dm.html
Ed ChlorPed D,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/ed-chlorped-d.html
Excedrin Quick Tab,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/excedrin-quick-tab-peppermint.html
Excedrin Tension Headache,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/excedrin-tension-headache.html
Fast Freeze,Colds & Flu,0%,OTC,N,N,,,,https://www.drugs.com/mtm/fast-freeze.html
Flu & Severe Cold & Cough Daytime Powder,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/flu-severe-cold-cough-daytime-powder.html
Freeze It,Colds & Flu,0%,OTC,N,N,,,,https://www.drugs.com/mtm/freeze-it.html
GNP Cold Relief Plus,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/gnp-cold-relief-plus.html
Guaifen DAC,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/guaifen-dac.html
Histafed,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/histafed.html
Histex-AC,Colds & Flu,0%,Rx,,5,X,,,https://www.drugs.com/mtm/histex-ac.html
Histex-DM,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/histex-dm.html
Histex-PE,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/histex-pe.html
Lortuss EX,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/lortuss-ex.html
M-End PE,Colds & Flu,0%,Rx,C,5,X,,,https://www.drugs.com/mtm/m-end-pe.html
Medicidin-D,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/medicidin-d.html
Mucinex Nightshift Cold & Flu,Colds & Flu,0%,OTC,,N,X,,,https://www.drugs.com/mtm/mucinex-nightshift-cold-flu.html
Nalex-A,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/nalex-a.html
Nalex A 12,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/nalex-a-12.html
NoHist LQ,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/nohist-lq.html
Novahistine,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/novahistine.html
Onset Forte,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/onset-forte.html
Panatuss PED,Colds & Flu,0%,OTC,C,N,X,,,https://www.drugs.com/mtm/panatuss-ped.html
Phena-Plus,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/phena-plus.html
Phenagil,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/phenagil.html
pheniramine / phenylephrine,Colds & Flu,0%,OTC,,N,X,,,https://www.drugs.com/mtm/pheniramine-and-phenylephrine.html
phenylephrine / triprolidine,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/triprolidine-and-phenylephrine-syrup.html
Robitussin Peak Cold Daytime Cold + Flu,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/robitussin-peak-cold-daytime-cold-flu.html
SuTan-DM,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/sutan-dm.html
Tannic-12 S,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/tannic-12-s.html
Theracaps Multi-Symptom Cough & Cold Reliever,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/theracaps-cough-cold-reliever.html
Triaminic Softchews Cough & Sore Throat,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/triaminic-cough-and-sore-throat-softchews.html
Tricode GF,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/tricode-gf.html
Tusnel C,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/tusnel-c.html
Tuzistra XR,Colds & Flu,0%,Rx/OTC,C,M,X,,,https://www.drugs.com/mtm/tuzistra-xr.html
Tylenol Allergy Multi-Symptom,Colds & Flu,0%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/tylenol-allergy-multi-symptom.html
Tylenol Children’s Cold + Cough + Sore Throat,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/children-s-tylenol-cold-cough-sore-throat.html
Tylenol Cough & Sore Throat Nightime,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/tylenol-cough-sore-throat-acetaminophen-dextromethorphan-and-doxylamine-liquid.html
Tylenol Cough and Sore Throat Daytime,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/tylenol-cough-sore-throat-acetaminophen-and-dextromethorphan-liquid.html
Vanacof,Colds & Flu,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/vanacof.html
Vi-Sudo,Colds & Flu,0%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/vi-sudo.html
Vicks Formula 44 Custom Care Cough & Cold PM,Colds & Flu,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/vicks-formula-44-custom-care-cough-cold-pm.html
Zodryl DAC,Colds & Flu,0%,Rx/OTC,N,5,X,,,https://www.drugs.com/cdi/zodryl-dac.html
docusate,Constipation,100%,Rx/OTC,N,N,,5.8,34.0,https://www.drugs.com/mtm/docusate-oral-rectal.html
MiraLAX,Constipation,75%,Rx/OTC,C,N,,7.3,182.0,https://www.drugs.com/miralax.html
Colace,Constipation,66%,Rx/OTC,N,N,,5.5,13.0,https://www.drugs.com/colace.html
Dulcolax,Constipation,45%,OTC,B,N,,5.2,960.0,https://www.drugs.com/dulcolax.html
bisacodyl,Constipation,32%,OTC,B,N,,5.2,1357.0,https://www.drugs.com/mtm/bisacodyl-oral-and-rectal.html
polyethylene glycol 3350,Constipation,30%,Rx/OTC,C,N,,7.3,243.0,https://www.drugs.com/mtm/polyethylene-glycol-3350.html
Dulcolax Stool Softener,Constipation,25%,Rx/OTC,N,N,,5.0,1.0,https://www.drugs.com/dulcolax-stool-softener.html
Milk of Magnesia,Constipation,22%,Rx/OTC,N,N,,8.7,38.0,https://www.drugs.com/mtm/milk-of-magnesia.html
magnesium oxide,Constipation,21%,Rx/OTC,C,N,,8.4,15.0,https://www.drugs.com/mtm/magnesium-oxide.html
magnesium citrate,Constipation,18%,Rx/OTC,C,N,,8.7,473.0,https://www.drugs.com/mtm/magnesium-citrate.html
Metamucil,Constipation,17%,OTC,N,N,,6.1,28.0,https://www.drugs.com/mtm/metamucil.html
Citrucel,Constipation,15%,Rx/OTC,N,N,,10.0,1.0,https://www.drugs.com/mtm/citrucel.html
Doc-Q-Lace,Constipation,12%,Rx/OTC,N,N,,,,https://www.drugs.com/doc-q-lace.html
FiberCon,Constipation,11%,OTC,N,N,,9.0,1.0,https://www.drugs.com/mtm/fibercon.html
Phillips' Milk of Magnesia,Constipation,10%,Rx/OTC,N,N,,8.4,181.0,https://www.drugs.com/mtm/phillips-milk-of-magnesia.html
DOK,Constipation,8%,Rx/OTC,N,N,,,,https://www.drugs.com/dok.html
Fleet Enema,Constipation,8%,Rx/OTC,C,N,,8.7,90.0,https://www.drugs.com/mtm/fleet-enema-rectal.html
GlycoLax,Constipation,8%,Rx/OTC,C,N,,0.0,1.0,https://www.drugs.com/mtm/glycolax.html
psyllium,Constipation,8%,OTC,N,N,,6.3,30.0,https://www.drugs.com/mtm/psyllium.html
magnesium hydroxide,Constipation,7%,Rx/OTC,N,N,,8.5,225.0,https://www.drugs.com/mtm/magnesium-hydroxide.html
Surfak,Constipation,7%,Rx/OTC,N,N,,,,https://www.drugs.com/cdi/surfak.html
Enemeez Mini,Constipation,6%,Rx/OTC,N,N,,9.0,1.0,https://www.drugs.com/cdi/enemeez-mini.html
Bisa-Lax,Constipation,5%,OTC,B,N,,,,https://www.drugs.com/cdi/bisa-lax.html
ClearLax,Constipation,5%,Rx/OTC,C,N,,9.7,8.0,https://www.drugs.com/mtm/clearlax.html
Colace Micro-Enema,Constipation,5%,Rx/OTC,N,N,,,,https://www.drugs.com/cdi/colace-microenema.html
Correctol,Constipation,5%,OTC,B,N,,5.3,36.0,https://www.drugs.com/cdi/correctol.html
Diocto,Constipation,5%,Rx/OTC,N,N,,,,https://www.drugs.com/cdi/diocto.html
Fleet Bisacodyl,Constipation,5%,OTC,B,N,,10.0,1.0,https://www.drugs.com/cdi/fleet-bisacodyl-enema.html
Phillips' Cramp-free,Constipation,4%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/phillips-cramp-free.html
Citrate of Magnesia,Constipation,3%,Rx/OTC,C,N,,10.0,6.0,https://www.drugs.com/mtm/citrate-of-magnesia.html
GaviLAX,Constipation,3%,Rx/OTC,C,N,,1.0,1.0,https://www.drugs.com/mtm/gavilax.html
Gialax,Constipation,3%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/gialax.html
Mag-Oxide,Constipation,3%,Rx/OTC,C,N,,,,https://www.drugs.com/cdi/mag-oxide.html
PEG3350,Constipation,3%,Rx/OTC,C,N,,5.0,2.0,https://www.drugs.com/mtm/peg3350.html
Purelax,Constipation,3%,Rx/OTC,C,N,,10.0,1.0,https://www.drugs.com/pro/purelax.html
SunMark ClearLax,Constipation,3%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/sunmark-clearlax.html
Uro-Mag,Constipation,3%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/uro-mag.html
Citroma,Constipation,2%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/citroma.html
